word,type_0,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,type_11,type_12,type_13
3746,62,55,46,115,12,71,13,13,66,18,14,140,0,1
3747,6946,5181,6012,14817,4227,2570,2613,1713,769,4959,573,345,216,89
3748,2,0,0,0,0,1,0,0,0,4,0,0,0,0
3749,286,2044,207,95,111,205,50,433,44,267,24,15,229,2
3750,38619,36254,31349,22087,14944,12223,9841,8694,7548,5857,4859,3101,1725,896
3751,2,2,2,2,0,4,2,0,1,0,1,0,0,0
3752,0,0,0,0,0,0,1,0,0,2,0,0,0,0
3753,11,6,34,52,5,29,9,2,1,5,0,3,1,5
3754,56,0,57,31,15,15,6,6,12,20,7,1,0,1
3756,17,4,12,26,30,142,12,3,0,0,0,2,0,0
3757,6,2,20,11,7,8,4,3,4,3,0,0,2,0
3758,27,26,15,109,7,50,27,185,15,7,24,5,0,0
3759,1,0,7,4,1,10,3,0,1,0,0,3,0,1
3760,0,1,2,1,5,1,0,0,0,0,1,0,0,1
3761,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3762,3696,2010,3156,1879,539,1437,2119,1165,1097,646,337,509,168,174
3763,15,32,34,4,0,7,3,13,1,2,7,0,0,0
3764,7116,8851,1751,1250,2450,1472,2401,2210,1461,689,2069,197,109,66
3765,6172,5498,10222,6078,1720,3243,2036,1492,1128,807,625,694,432,314
3766,1288,868,801,1216,625,962,374,301,386,502,272,184,66,73
3767,15,17,0,1,25,5,64,7,3,1,0,0,3,0
3768,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3769,4,5,14,58,7,28,3,2,0,1,2,1,0,0
3770,7348,9017,4930,1183,2307,2357,1325,2081,820,551,610,246,111,95
3771,4714,1110,1736,2199,668,536,1177,591,1113,992,1564,256,90,114
3772,12805,21538,19009,4261,6370,3296,3468,5500,2433,1603,1915,719,919,184
3773,0,0,0,4,0,0,0,0,0,0,0,0,0,0
3774,0,0,0,0,0,0,0,4,0,0,0,0,0,0
3775,2973,8619,5930,1830,1781,885,957,1559,868,820,413,158,242,215
3776,28,11,9,24,35,11,5,7,2,6,1,1,1,2
3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3778,208,209,1148,119,46,260,84,89,38,28,15,14,19,11
3779,62,63,172,94,117,20,13,10,3,17,2,3,3,2
3780,6214,5710,15469,2386,4118,1033,965,914,582,574,283,525,591,61
3781,112,456,369,282,43,237,102,77,60,48,59,45,7,2
3782,2408,1533,5958,2420,460,2992,871,605,385,491,219,164,307,103
3783,1216,365,2702,2147,261,760,640,132,443,934,187,151,81,87
3784,361,250,422,558,370,971,205,66,76,36,29,384,11,36
3785,8,1,101,36,2,55,6,0,5,3,0,13,2,0
3786,0,2,5,1,0,0,0,0,0,2,0,0,0,0
3788,8,7,1,1,0,21,3,1,0,0,1,0,0,0
3789,0,0,0,1,1,0,1,1,0,0,0,0,0,0
3790,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3791,4,5,17,13,0,13,1,0,2,14,0,4,2,1
3792,5129,5974,15268,4627,4269,3931,2608,1488,1310,926,2242,724,831,160
3793,505,558,1852,648,295,323,349,64,392,148,118,99,178,43
3794,23,1,0,0,0,0,2,0,2,8,0,1,0,0
3795,891,306,109,55,58,58,278,272,146,98,60,3,7,1
3797,31,39,2,2,9,43,9,3,26,1,1,0,0,0
3798,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3799,0,1,1,0,0,5,0,0,0,0,4,0,0,0
3800,20736,20869,24789,16093,9898,7218,6804,6086,4057,4192,3103,1894,942,687
3801,8,2,44,13,17,14,2,1,3,4,0,2,1,2
3802,0,3,0,2,0,1,0,1,0,1,0,10,0,1
3803,1,1,7,4,0,1,2,0,1,0,0,0,0,0
3804,16,30,14,16,1,10,3,4,3,7,0,1,0,0
3805,23,16,32,30,1,6,20,18,9,5,6,1,1,1
3806,5,1,1,14,28,32,2,2,0,5,0,0,0,1
3807,170,138,230,105,51,126,84,40,68,42,38,12,9,12
3808,17,48,6,71,15,32,18,11,8,5,6,4,0,0
3809,15281,8406,3724,5897,1319,421,1711,672,648,3026,211,717,191,87
3810,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3811,1659,1569,626,1435,755,2250,414,207,208,292,1237,413,49,48
3812,6,28,8,4,2,5,220,5,15,11,2,9,0,0
3813,1958,3573,613,944,364,302,388,1312,543,427,398,223,76,22
3814,7,24,14,11,13,18,9,2,7,0,2,120,0,1
3817,0,0,0,0,0,5,0,0,0,0,0,1,0,0
3818,2089,100,788,711,135,256,126,62,625,173,46,420,22,52
3819,2373,3612,3474,2481,560,1527,578,724,915,840,694,115,169,23
3820,0,0,0,0,0,3,0,0,0,0,0,0,0,0
3821,342,227,327,90,106,308,75,23,74,33,23,36,3,7
3822,10,0,10,29,2,97,1,0,0,1,0,39,2,0
3824,11486,3379,5752,4099,1352,4229,1968,1423,1477,1137,2048,676,332,194
3825,73,76,231,147,31,11,13,11,11,12,17,10,5,1
3826,4,1,0,0,0,31,4,1,1,0,1,0,1,0
3827,12,8,8,32,9,23,7,1,0,0,0,1,0,0
3828,5,3,1,0,0,1,2,1,1,2,5,0,0,0
3829,76,31,222,135,33,42,76,14,24,54,7,70,17,15
3830,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3831,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3833,15,124,5,21,2,6,1,38,21,3,40,4,1,1
3834,2,2,2,20,2,1,0,0,0,1,0,1,0,1
3836,275,293,612,422,81,181,131,104,669,35,75,14,24,11
3838,4,0,27,5,2,24,3,0,0,1,0,2,0,0
3839,0,0,1,0,0,1,0,0,4,0,0,0,0,0
3840,0,0,0,0,0,11,0,0,1,0,0,0,0,0
3841,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3842,269,271,691,359,121,292,134,99,57,61,63,9,24,0
3843,3,0,1,0,1,13,1,1,3,1,1,1,0,0
3844,7028,1835,458,314,75,151,148,441,69,817,22,61,11,7
3845,366,163,1071,663,110,133,108,136,66,41,37,46,26,19
3846,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3847,7,7,21,34,12,22,2,1,1,2,0,3,0,4
3848,58,85,167,125,71,125,46,30,4,25,9,0,2,1
3849,0,0,0,4,0,1,0,0,0,0,0,0,0,0
3850,163,48,262,201,20,162,90,21,94,54,68,8,7,7
3851,196,2231,138,40,53,65,28,373,69,19,53,36,11,1
3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3853,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3854,23,22,14,23,23,35,10,4,3,2,0,61,1,3
3855,121,506,254,109,61,55,36,15,11,33,4,6,5,8
3856,113,29,154,306,22,53,26,14,92,71,58,67,4,19
3857,3,15,2,0,8,2,0,2,1,0,0,0,0,0
3858,1,0,0,0,0,0,0,0,0,0,0,7,0,0
3859,15444,13307,11799,7135,5066,4953,5216,4153,2553,1666,1447,945,623,278
3860,1786,1750,3211,1442,511,1177,722,498,335,128,317,74,122,53
3861,0,1,0,0,1,2,1,0,2,0,1,1,0,0
3863,1,0,0,0,0,2,0,1,0,0,0,0,0,0
3864,5142,1280,7664,5852,843,3282,2160,510,1421,2702,403,1646,145,807
3865,0,1,1,1,0,18,1,0,0,0,0,0,0,0
3866,180,59,188,106,21,26,8,38,18,23,22,2,47,0
3867,0,3,2,0,1,3,16,5,2,1,2,1,0,0
3868,518,72,342,118,9,51,72,5,61,96,7,63,26,16
3869,15,9,13,72,186,65,13,5,6,17,1,2,0,5
3870,12674,11678,16326,12611,4206,6630,4749,3804,3183,2785,2861,1493,774,816
3871,135,54,42,54,96,41,70,20,19,31,33,3,1,2
3872,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3873,3348,4019,1619,2515,1445,1917,1332,1672,337,438,313,71,124,43
3874,0,0,0,0,1,0,0,0,0,5,0,0,0,0
3875,3,0,2,33,0,1,1,0,0,5,0,0,0,2
3876,16,2,11,9,7,6,8,3,8,2,4,0,0,0
3877,0,1,3,0,0,2,1,0,1,0,0,0,0,0
3878,206,197,744,1169,206,149,46,134,64,16,47,61,50,13
3879,0,1,2,3,1,4,3,0,0,1,0,0,0,0
3880,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3881,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3882,29,2,13,40,1,68,9,1,4,52,1,26,1,3
3884,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3885,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3886,160,123,271,436,90,232,49,30,20,78,18,5,3,2
3888,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3889,36,49,15,43,40,38,6,11,42,7,1,2,1,0
3890,1,0,9,9,0,1,0,0,0,0,0,0,0,0
3891,3,0,0,0,0,0,0,0,0,2,0,0,0,0
3892,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3893,19856,12100,1788,6492,1825,2209,1639,5412,4362,2756,2318,1332,75,128
3894,94,20,263,88,39,13,43,13,19,19,4,30,0,2
3895,2,2,1,3,1,14,1,0,1,2,0,1,0,0
3897,152,33,241,347,22,151,111,18,71,33,30,36,3,36
3898,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3899,194,160,291,528,61,317,113,67,28,20,15,12,1,1
3900,17,3,78,91,4,4,2,3,4,44,3,24,9,1
3901,5850,6868,6847,6966,2930,5834,2602,2037,1253,1350,809,540,360,255
3903,63,43,150,19,91,47,13,25,7,28,2,1,5,0
3904,0,0,2,0,1,0,0,0,0,0,0,0,0,0
3905,182,605,392,257,33,65,79,58,35,26,29,10,17,10
3906,1,0,1,1,0,0,0,0,0,8,0,0,0,0
3907,58,10,19,143,11,14,12,7,28,29,4,108,0,7
3908,2,8,0,0,2,2,7,0,3,4,1,0,0,1
3909,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3910,103,86,374,351,248,100,56,17,27,101,14,4,8,19
3911,12,6,44,12,26,9,1,3,0,1,5,0,0,0
3912,14704,7187,4149,1740,5509,1242,4060,3463,1875,2215,1069,392,456,217
3913,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3914,439,443,513,130,304,71,50,104,44,44,37,7,95,0
3915,21598,26698,21872,13291,8661,8710,7328,6653,4136,3578,3388,1923,830,552
3917,106,14,61,222,59,157,48,12,12,23,8,28,3,6
3918,53,20,47,154,139,157,37,7,43,36,105,3,2,1
3919,0,1,2,5,0,7,3,0,0,1,0,2,0,0
3921,554,600,333,297,176,147,40,77,22,28,40,27,12,10
3922,4,9,18,30,3,1,2,0,2,1,3,0,0,0
3923,178,147,348,357,145,643,56,73,43,39,12,28,14,20
3924,61,0,0,6,0,0,0,1,2,0,0,0,0,0
3925,169,63,228,206,30,207,154,58,43,57,434,28,11,36
3926,0,5,0,0,0,2,1,0,1,0,0,0,0,0
3927,1,0,0,3,2,14,1,0,0,0,0,0,0,0
3928,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3929,30,16,123,137,4,22,7,28,4,9,14,0,0,0
3930,3,0,9,4,1,4,0,0,0,6,0,0,0,0
3931,23,15,28,36,1,21,15,8,9,8,2,10,1,2
3932,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3933,1,16,0,12,6,3,5,3,19,0,0,27,0,2
3934,211,256,677,316,114,310,114,110,25,137,53,9,17,13
3935,9,0,1,3,1,0,4,1,0,3,6,0,0,1
3936,12,1,4,8,4,26,7,2,1,3,2,0,0,0
3937,5875,9607,6699,5379,2129,3277,1726,1787,746,706,518,581,252,129
3938,1453,571,11190,2390,449,679,312,290,209,651,93,83,485,41
3940,77,4,61,40,0,22,11,4,89,48,54,16,2,9
3941,128,31,76,82,102,329,26,11,8,9,1,5,4,1
3942,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3943,1227,1417,3628,2090,742,354,367,277,381,356,299,49,75,30
3944,3,0,0,12,1,1,0,0,0,1,0,0,5,0
3945,4984,10190,3677,2516,915,1410,1280,3072,621,667,464,766,153,96
3946,156,12,174,175,23,505,19,1,5,13,5,89,2,5
3947,15,27,24,38,9,45,11,3,10,22,9,5,3,0
3949,748,1404,6324,1292,765,119,114,154,157,137,166,137,414,7
3950,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3951,301,181,252,395,52,105,141,84,80,59,64,36,4,10
3952,30,23,31,586,19,51,16,13,10,9,2,9,1,4
3953,0,0,2,3,1,1,0,0,0,0,0,0,0,0
3954,9,1,3,49,1,6,1,0,1,2,4,3,1,0
3955,1127,752,2901,1566,240,480,252,318,189,336,125,79,101,174
3956,4362,1812,5874,4665,874,3092,1313,841,958,865,394,717,177,260
3957,13,14,46,15,119,4,3,3,1,3,0,0,0,0
3958,2,3,13,4,6,14,1,1,0,0,0,0,1,0
3959,4,3,27,31,26,36,9,0,0,0,0,6,3,2
3960,7,7,18,15,132,1,6,2,9,6,128,0,1,0
3961,18578,25230,8020,6536,3727,4387,6216,6747,3643,2123,3809,367,256,471
3962,0,1,0,3,0,0,2,0,0,6,0,0,0,0
3963,1,0,4,4,1,1,1,0,1,0,0,1,0,0
3964,3,2,5,16,1,11,2,4,2,1,0,27,2,3
3965,13,34,32,193,8,43,13,8,19,6,2,49,1,20
3966,2003,725,774,653,502,678,993,214,291,636,202,88,121,65
3967,21,2,53,36,3,40,23,6,7,2,2,5,1,5
3968,10,1,0,0,2,0,2,1,1,1,2,0,0,0
3969,62,76,196,131,75,43,43,19,16,27,4,20,4,3
3970,3,0,1,6,3,5,1,0,0,1,1,3,0,0
3971,9652,8841,10653,4813,2815,4539,3415,2990,1147,2308,753,238,574,125
3973,44,33,45,100,66,94,36,16,25,18,4,18,2,7
3974,7,5,23,45,7,8,9,0,0,7,0,1,1,8
3975,32,3,24,51,3,6,12,1,0,0,5,0,0,0
3976,17657,6294,1280,1765,1091,2379,566,1580,1308,2014,1407,840,86,29
3977,103,109,23,60,78,109,43,52,27,4,9,245,1,2
3978,198,108,357,139,420,868,35,33,9,219,17,5,16,14
3979,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3982,345,106,1103,627,264,297,69,49,65,116,39,16,27,17
3983,169,193,27,99,140,49,175,19,14,0,46,0,1,0
3984,18,10,36,43,15,50,6,9,3,5,1,41,0,3
3985,0,1,0,3,1,0,2,0,0,0,1,0,0,0
3986,153,119,20,82,55,19,21,13,17,7,27,4,0,0
3987,2391,1851,3983,3754,789,1848,1291,687,601,507,511,418,92,67
3988,1005,353,804,791,146,387,239,116,484,202,77,145,27,40
3989,0,0,0,0,0,4,0,0,0,0,0,0,0,0
3990,182,24,32,30,10,29,60,16,136,4,12,99,5,1
3991,18,1,1,2,5,2,0,0,0,0,0,0,0,0
3992,5,92,16,17,0,2,8,0,10,32,6,18,0,31
3993,2,3,0,0,0,2,0,0,0,0,0,3,0,0
3994,7168,228,2088,1967,395,684,333,133,1001,349,130,1111,84,40
3995,0,0,8,0,1,0,0,0,0,1,0,0,0,0
3996,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3998,73,30,550,110,79,68,29,17,6,29,5,5,21,6
3999,33,28,36,73,112,37,11,16,23,5,1,2,3,0
4000,2,4,9,39,1,2,19,0,4,3,0,0,0,1
4001,1,1,1,13,0,6,1,0,1,0,0,0,0,0
4002,269,3141,538,222,150,217,147,874,33,28,32,20,25,31
4003,2496,6297,1978,402,576,361,464,1705,392,176,273,217,93,27
4004,931,38,14,17,22,16,18,4,43,7,15,23,9,2
4005,1201,1201,1067,1228,468,464,365,401,213,163,122,178,13,106
4006,65,42,205,294,23,278,47,7,8,43,6,6,6,6
4007,529,400,123,192,117,570,44,47,400,32,83,16,3,10
4008,6,4,14,2,8,27,6,2,1,2,5,0,0,0
4009,4,0,0,0,1,4,2,0,0,4,0,1,0,0
4010,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4011,1,4,0,0,6,2,0,1,0,0,0,0,0,0
4012,34,137,61,30,35,137,18,72,5,9,11,4,4,3
4013,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4014,63,56,107,54,1,4,4,13,9,12,4,3,3,1
4015,22,5,210,5,0,9,1,4,1,1,1,0,0,0
4016,2,16,1,0,1,11,1,0,0,0,7,0,0,0
4017,541,936,1309,1395,247,378,2762,74,158,469,112,27,44,17
4018,3070,617,471,197,124,250,415,158,207,111,65,30,15,20
4019,1,0,0,4,0,0,1,0,0,0,0,0,0,0
4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,2387,1552,1914,2396,543,1160,572,559,324,719,507,62,168,50
4022,224,174,121,685,127,545,141,29,81,51,15,271,7,14
4024,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4025,7,3,10,8,4,10,3,1,0,0,0,0,0,0
4026,0,0,1,3,3,23,0,1,0,0,0,0,0,0
4027,0,3,1,0,4,5,2,0,0,0,0,7,0,0
4028,0,2,0,0,0,1,0,0,0,0,0,0,0,0
4030,1114,711,1004,1589,533,448,415,110,263,127,139,61,15,54
4031,122,28,172,592,18,128,56,23,36,22,8,41,0,15
4033,3,7,4,10,3,4,5,3,6,2,0,8,0,1
4034,212,43,59,21,381,33,37,17,169,23,87,15,2,5
4035,9,4,83,73,2,38,24,1,2,7,0,3,4,5
4036,2913,410,602,6850,309,513,1471,186,1613,324,311,247,14,52
4038,6,7,11,10,0,2,5,2,4,3,1,0,0,3
4039,1,2,0,1,0,1,0,1,0,0,0,0,0,0
4040,4358,3267,5654,3028,1684,3989,1271,1129,540,482,415,177,298,103
4041,3,2,4,1,8,39,0,1,0,1,2,0,0,0
4042,3910,1846,1426,2695,1948,2882,3470,514,960,441,396,124,48,71
4043,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4044,0,2,0,0,0,1,1,0,0,1,0,0,0,0
4045,0,1,0,0,0,6,2,0,1,0,0,0,0,0
4046,10940,4552,2883,6252,383,1418,1391,2680,557,1198,2550,201,516,81
4047,0,1,3,6,0,4,0,0,0,0,0,0,0,0
4048,97,87,175,54,35,68,21,49,11,15,13,7,4,7
4049,0,0,6,0,0,17,12,0,1,1,0,0,0,0
4050,2,11,39,8,3,11,2,5,1,8,5,0,0,0
4051,5,3,13,7,4,142,2,2,1,3,2,1,0,2
4052,722,371,721,279,139,174,132,136,100,188,130,21,31,15
4053,4579,2098,5593,5317,2854,2634,3626,951,846,652,506,80,74,8
4054,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4055,68,53,455,200,59,38,20,12,10,109,4,4,17,0
4056,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4058,8,0,1,1,0,0,0,0,0,0,0,0,0,0
4059,16,4,75,66,4,108,43,1,3,4,2,4,2,15
4060,0,7,10,4,17,19,4,3,3,1,13,0,1,0
4061,350,659,825,629,469,138,185,147,119,99,44,99,59,9
4062,8,8,7,4,2,1,8,4,1,4,0,1,0,0
4063,15290,12342,17067,11829,3769,7995,4052,4295,3002,2433,2690,1797,1009,434
4064,0,0,0,1,0,0,0,0,0,11,0,0,0,0
4065,1989,473,1679,3017,252,626,224,225,334,364,83,560,53,57
4066,119,38,101,217,64,697,112,29,32,16,20,11,16,8
4067,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4068,6831,11678,7783,3809,2798,3633,2766,3366,2305,995,1601,1035,492,294
4069,2,0,2,7,0,1,4,0,2,0,1,0,0,1
4070,469,659,1315,557,278,285,236,186,130,199,63,61,37,43
4071,6,1,1,7,0,4,0,1,2,0,0,8,1,1
4072,0,1,0,2,0,0,2,0,0,3,0,0,0,0
4073,0,0,0,0,0,1,2,0,0,0,0,0,0,0
4074,2,1,23,5,5,13,3,1,0,0,1,19,0,0
4075,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4076,2,0,0,0,0,0,0,1,0,0,0,0,0,0
4077,229,227,623,536,116,254,135,144,84,101,57,17,8,8
4078,107,78,61,80,16,18,37,25,30,37,9,23,0,22
4079,8,4,58,15,6,45,4,0,2,1,1,1,1,0
4080,5116,2873,4756,2783,1041,1692,1858,1594,1077,1317,1000,276,202,110
4081,15,11,48,64,3,17,5,3,6,8,3,21,0,5
4082,443,93,178,277,215,409,145,79,103,41,24,17,22,21
4083,415,351,562,322,328,395,117,90,89,396,32,32,10,17
4084,3,0,8,2,1,12,4,0,0,0,0,0,1,1
4085,1,3,0,4,7,4,3,0,0,1,0,0,0,0
4086,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4087,0,3,1,0,0,0,1,0,0,0,0,0,0,0
4088,13,14,12,13,2,30,9,1,3,0,2,0,0,0
4089,14374,4742,1705,2473,622,332,1334,385,505,2218,151,456,143,21
4090,365,65,187,291,101,599,62,47,106,64,13,60,7,22
4091,0,7,0,0,1,0,0,2,0,0,0,0,0,0
4092,3,10,9,10,4,11,0,0,1,1,0,0,0,0
4093,5,0,15,198,2,6,2,2,8,1,1,11,0,1
4094,13,9,133,16,3,4,4,7,3,25,2,0,1,0
4096,16,6,106,185,35,239,33,1,3,54,0,5,2,8
4097,1421,300,490,820,279,495,437,105,140,208,65,32,17,21
4098,8,2,10,2,1,2,4,3,2,0,0,0,2,0
4099,0,0,0,1,0,0,2,0,0,0,0,0,0,0
4100,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4101,0,0,0,1,0,4,0,0,4,0,0,0,0,0
4102,0,1,0,0,0,5,1,0,1,0,4,0,0,0
4103,1,3,4,6,2,77,17,1,21,0,1,8,1,0
4105,4287,5368,5862,3180,3163,4234,2518,2039,1034,470,2394,131,346,32
4106,423,156,823,775,326,387,141,151,84,107,111,24,135,1
4107,0,0,1,2,0,5,0,2,1,1,0,1,0,0
4108,147,125,1978,139,516,18,117,11,7,15,11,11,150,4
4109,6809,6105,19647,2462,5043,835,843,782,531,506,577,323,740,91
4110,22,20,18,31,6,34,13,14,1,3,5,2,0,0
4111,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4112,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4113,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4114,1077,3335,1545,1668,1755,4243,1195,501,129,134,584,428,24,28
4115,2,0,3,0,0,0,0,0,0,2,0,1,0,0
4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4117,8396,7987,5004,4983,2495,5720,2449,2410,1601,795,1401,663,385,188
4118,2280,3258,2053,1564,1125,1165,1094,1446,569,302,249,375,111,112
4119,653,391,440,413,362,320,153,82,51,94,9,86,20,39
4120,1636,1417,2289,1329,912,845,559,195,241,515,300,88,172,53
4121,2,1,0,4,2,4,2,0,0,0,0,0,0,0
4122,2686,2546,1487,440,654,563,734,792,540,193,217,209,128,73
4123,1495,1161,1170,1266,434,609,351,329,267,517,106,168,59,105
4124,14964,14406,19860,13107,3534,6715,5145,4616,3426,2844,1623,1754,923,512
4125,5675,3658,5362,3090,2177,3134,1549,1123,1480,1370,3538,158,366,53
4127,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4128,24658,17350,25891,15993,6381,8251,6167,6358,4359,3905,2106,2098,1079,575
4129,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4130,2639,3003,4810,1378,705,465,1077,1199,611,317,353,347,366,84
4131,4,9,13,111,6,58,4,1,4,2,1,9,2,1
4132,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,26,25,86,48,19,20,6,1,1,7,2,1,1,7
4134,0,11,3,1,4,2,0,1,0,1,0,0,0,0
4135,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4136,9,1,0,1,0,3,1,0,1,0,0,0,0,0
4137,3,1,31,26,7,6,6,2,0,6,0,0,0,1
4138,2,0,2,0,1,0,0,0,0,1,0,0,0,0
4139,6352,15911,2309,816,349,810,341,3701,378,428,3550,163,478,79
4140,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4141,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4142,3,1,4,14,3,4,6,0,5,4,10,2,1,1
4144,508,386,732,471,548,378,177,193,56,38,60,9,5,5
4145,11784,7448,6115,4245,3617,3211,2802,2123,1471,1666,1052,700,291,123
4146,0,0,3,2,0,0,1,0,0,0,0,0,0,0
4147,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4148,7951,16924,11055,2534,2892,1236,1785,4994,1770,1090,1336,338,944,199
4149,24294,26686,17739,6536,7274,7036,5164,6467,1885,2238,3507,668,1492,120
4150,784,32,125,426,25,834,143,38,36,120,29,25,5,4
4151,13684,16515,16537,10078,5708,5365,6190,4936,2768,1981,2218,1250,878,278
4152,83,31,621,698,43,476,68,17,25,86,12,26,18,13
4153,288,167,384,1134,161,169,54,74,160,149,110,69,11,5
4154,0,2,0,0,0,0,1,0,1,0,0,1,0,0
4155,89,6,11,43,1,3,15,1,99,82,26,40,3,1
4156,0,0,2,1,0,0,0,0,0,0,0,0,0,0
4157,148,1314,316,149,170,597,165,360,23,45,41,18,6,16
4158,8,4,8,21,6,3,1,3,3,2,1,2,0,0
4159,4,25,0,0,3,2,5,1,1,0,0,6,0,0
4160,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4161,0,0,0,1,0,1,0,0,0,0,0,2,0,0
4162,2,2,0,0,0,1,0,1,0,0,0,0,0,0
4163,3361,2837,823,448,1173,290,588,361,174,174,813,21,6,7
4164,48,27,124,58,14,46,29,16,15,4,4,44,2,10
4165,5,9,1,7,3,3,3,1,3,5,0,0,0,0
4166,6626,6809,8273,5058,1853,2772,3036,2473,1090,1115,955,310,249,183
4167,22181,20074,14158,9098,6690,6327,5528,5292,2664,2390,4256,715,731,189
4168,57,69,41,20,10,170,2,21,12,5,12,0,0,1
4169,1277,42,115,74,48,44,59,15,91,17,27,6,2,3
4170,0,1,0,0,0,0,0,0,0,0,0,3,0,0
4171,11,0,30,25,4,50,10,0,2,4,1,3,1,1
4172,38,1,143,12,12,11,4,2,1,5,0,2,0,0
4173,2299,1312,12697,2415,3396,660,300,403,208,242,86,128,541,27
4174,2,5,3,29,4,4,1,1,1,1,1,1,1,0
4175,67,2,69,42,12,15,16,2,3,4,11,1,1,0
4176,717,291,504,139,143,279,1020,71,199,193,103,81,45,14
4177,7,7,10,46,3,5,6,0,0,3,2,4,0,4
4178,4,33,6,6,7,21,5,2,5,0,0,49,0,0
4179,1,0,0,1,0,0,1,0,0,10,0,1,0,0
4180,15081,6833,1830,2085,420,171,966,1943,709,1665,288,374,107,23
4181,7737,10709,6941,2940,4450,1293,2997,3382,1866,974,1708,311,340,157
4182,1,0,1,2,1,0,1,0,1,3,0,0,0,0
4183,543,577,4819,984,898,533,259,149,97,67,84,53,360,8
4185,7,0,13,27,1,1,4,2,5,4,3,14,0,7
4186,1,2,15,4,0,2,0,0,2,2,1,2,0,0
4187,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4188,769,1091,31,7,37,45,12,523,134,2,21,7,0,0
4189,12,2,21,11,5,4,6,0,3,11,3,2,0,1
4190,23350,13628,23430,14046,6606,8642,5574,4722,3291,3707,1879,1653,859,478
4191,547,297,360,339,55,424,113,203,110,86,50,38,14,25
4192,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4194,204,92,648,369,87,556,134,33,73,62,16,43,12,34
4195,0,0,0,0,0,7,0,0,0,0,0,0,0,0
4196,0,0,0,31,0,0,0,0,0,0,0,5,0,0
4198,7,21,26,1,7,3,0,4,1,0,1,0,0,0
4199,132,4363,45,50,178,294,50,417,108,5,49,1,0,1
4200,5,2,4,6,4,1,2,1,0,0,0,0,0,0
4201,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4202,1157,2453,8840,1250,985,1307,627,632,203,494,163,89,365,109
4203,1881,1071,1942,2146,389,1066,525,629,223,250,152,41,141,42
4204,2,0,1,1,0,1,2,0,0,0,0,0,0,0
4205,4625,1673,2989,4359,1515,2152,2153,1069,545,503,481,75,119,36
4206,13,25,44,8,4,3,15,15,5,2,0,3,0,1
